destination,month,airline,average_price_naira,booking_window_weeks
United Kingdom,January,Saudi Airlines,2085449,6
United Kingdom,January,EgyptAir,1506589,12
United Kingdom,January,Royal Air Maroc,1783618,6
United Kingdom,January,American Airlines,1995789,12
United Kingdom,January,Cathay Pacific,1584683,10
United Kingdom,January,Japan Airlines,1891025,8
United Kingdom,January,Malaysia Airlines,2031851,11
United Kingdom,January,Thai Airways,1461442,12
United Kingdom,January,Air India,2086873,3
United Kingdom,January,Brussels Airlines,1829186,5
United Kingdom,January,Swiss Air,2051994,2
United Kingdom,January,Finnair,1898168,9
United Kingdom,January,Austrian Airlines,1765543,5
United Kingdom,February,Emirates,1686693,7
United Kingdom,February,Qatar Airways,1748632,2
United Kingdom,February,Turkish Airlines,2065261,12
United Kingdom,February,British Airways,2028329,7
United Kingdom,February,Lufthansa,2113447,6
United Kingdom,February,Air France,1828036,7
United Kingdom,February,KLM,1458515,8
United Kingdom,February,Delta Airlines,1609698,2
United Kingdom,February,United Airlines,2014560,7
United Kingdom,February,Virgin Atlantic,1622878,11
United Kingdom,February,Ethiopian Airlines,1549396,5
United Kingdom,February,Kenya Airways,1932446,11
United Kingdom,February,RwandAir,1770701,8
United Kingdom,February,South African Airways,1550969,12
United Kingdom,February,Air Canada,1597426,8
United Kingdom,February,Singapore Airlines,1928864,6
United Kingdom,February,Etihad Airways,1780510,10
United Kingdom,February,Saudi Airlines,1754400,4
United Kingdom,February,EgyptAir,2027054,1
United Kingdom,February,Royal Air Maroc,1830689,5
United Kingdom,February,American Airlines,1938505,8
United Kingdom,February,Cathay Pacific,2123971,1
United Kingdom,February,Japan Airlines,1777519,8
United Kingdom,February,Malaysia Airlines,1950789,9
United Kingdom,February,Thai Airways,1725206,7
United Kingdom,February,Air India,1896894,1
United Kingdom,February,Brussels Airlines,1621045,3
United Kingdom,February,Swiss Air,1676972,7
United Kingdom,February,Finnair,1911791,2
United Kingdom,February,Austrian Airlines,1999826,11
United Kingdom,March,Emirates,1763094,7
United Kingdom,March,Qatar Airways,2067034,7
United Kingdom,March,Turkish Airlines,1825156,9
United Kingdom,March,British Airways,1971796,9
United Kingdom,March,Lufthansa,1875627,12
United Kingdom,March,Air France,2068411,10
United Kingdom,March,KLM,2218657,10
United Kingdom,March,Delta Airlines,2009519,7
United Kingdom,March,United Airlines,1764538,1
United Kingdom,March,Virgin Atlantic,1965766,5
United Kingdom,March,Ethiopian Airlines,1803364,7
United Kingdom,March,Kenya Airways,1739188,5
United Kingdom,March,RwandAir,1822293,5
United Kingdom,March,South African Airways,1999796,12
United Kingdom,March,Air Canada,2161321,5
United Kingdom,March,Singapore Airlines,2141391,3
United Kingdom,March,Etihad Airways,2090464,5
United Kingdom,March,Saudi Airlines,2106696,8
United Kingdom,March,EgyptAir,2139248,6
United Kingdom,March,Royal Air Maroc,1686746,12
United Kingdom,March,American Airlines,1961078,1
United Kingdom,March,Cathay Pacific,2030835,7
United Kingdom,March,Japan Airlines,2208787,6
United Kingdom,March,Malaysia Airlines,1802043,7
United Kingdom,March,Thai Airways,2217496,7
United Kingdom,March,Air India,1805954,4
United Kingdom,March,Brussels Airlines,2143825,9
United Kingdom,March,Swiss Air,1689586,12
United Kingdom,March,Finnair,1771107,7
United Kingdom,March,Austrian Airlines,2171074,11
United Kingdom,April,Emirates,1697965,6
United Kingdom,April,Qatar Airways,1820509,12
United Kingdom,April,Turkish Airlines,1860392,12
United Kingdom,April,British Airways,1810843,4
United Kingdom,April,Lufthansa,2197819,8
United Kingdom,April,Air France,2032758,3
United Kingdom,April,KLM,1917870,2
United Kingdom,April,Delta Airlines,2138317,2
United Kingdom,April,United Airlines,2076670,9
United Kingdom,April,Virgin Atlantic,1759830,6
United Kingdom,April,Ethiopian Airlines,1797579,10
United Kingdom,April,Kenya Airways,1895723,2
United Kingdom,April,RwandAir,2221462,9
United Kingdom,April,South African Airways,1839717,6
United Kingdom,April,Air Canada,2065803,2
United Kingdom,April,Singapore Airlines,1850671,7
United Kingdom,April,Etihad Airways,1727261,6
United Kingdom,April,Saudi Airlines,1877296,6
United Kingdom,April,EgyptAir,2119150,8
United Kingdom,April,Royal Air Maroc,2122916,1
United Kingdom,April,American Airlines,1890074,2
United Kingdom,April,Cathay Pacific,2226278,4
United Kingdom,April,Japan Airlines,2097874,4
United Kingdom,April,Malaysia Airlines,1946693,3
United Kingdom,April,Thai Airways,2145487,9
United Kingdom,April,Air India,1751329,7
United Kingdom,April,Brussels Airlines,2107744,5
United Kingdom,April,Swiss Air,2056428,3
United Kingdom,April,Finnair,2054680,7
United Kingdom,April,Austrian Airlines,1692289,11
United Kingdom,May,Emirates,2006342,11
United Kingdom,May,Qatar Airways,2030510,7
United Kingdom,May,Turkish Airlines,1777634,8
United Kingdom,May,British Airways,1763542,9
United Kingdom,May,Lufthansa,1911430,7
United Kingdom,May,Air France,1792281,2
United Kingdom,May,KLM,2035282,9
United Kingdom,May,Delta Airlines,1982010,8
United Kingdom,May,United Airlines,2026531,9
United Kingdom,May,Virgin Atlantic,1768540,8
United Kingdom,May,Ethiopian Airlines,1844914,11
United Kingdom,May,Kenya Airways,1849877,2
United Kingdom,May,RwandAir,1750033,6
United Kingdom,May,South African Airways,1688099,7
United Kingdom,May,Air Canada,1937807,11
United Kingdom,May,Singapore Airlines,1990602,10
United Kingdom,May,Etihad Airways,1843043,3
United Kingdom,May,Saudi Airlines,2174548,10
United Kingdom,May,EgyptAir,1721534,12
United Kingdom,May,Royal Air Maroc,1981934,12
United Kingdom,May,American Airlines,1689863,3
United Kingdom,May,Cathay Pacific,1860096,4
United Kingdom,May,Japan Airlines,2144601,5
United Kingdom,May,Malaysia Airlines,2054651,3
United Kingdom,May,Thai Airways,1734627,12
United Kingdom,May,Air India,1715858,10
United Kingdom,May,Brussels Airlines,1801712,1
United Kingdom,May,Swiss Air,2141705,11
United Kingdom,May,Finnair,1908731,12
United Kingdom,May,Austrian Airlines,2168732,3
United Kingdom,June,Emirates,1919269,4
United Kingdom,June,Qatar Airways,1774992,9
United Kingdom,June,Turkish Airlines,2036676,2
United Kingdom,June,British Airways,2126121,7
United Kingdom,June,Lufthansa,2091930,6
United Kingdom,June,Air France,1857742,3
United Kingdom,June,KLM,2056736,7
United Kingdom,June,Delta Airlines,2173203,1
United Kingdom,June,United Airlines,1913402,1
United Kingdom,June,Virgin Atlantic,1681724,7
United Kingdom,June,Ethiopian Airlines,2008985,3
United Kingdom,June,Kenya Airways,2001316,1
United Kingdom,June,RwandAir,1905689,9
United Kingdom,June,South African Airways,2159180,3
United Kingdom,June,Air Canada,1875317,2
United Kingdom,June,Singapore Airlines,2066010,3
United Kingdom,June,Etihad Airways,1877141,8
United Kingdom,June,Saudi Airlines,1768766,7
United Kingdom,June,EgyptAir,1759348,4
United Kingdom,June,Royal Air Maroc,1830585,2
United Kingdom,June,American Airlines,2086652,6
United Kingdom,June,Cathay Pacific,2133478,10
United Kingdom,June,Japan Airlines,2131697,9
United Kingdom,June,Malaysia Airlines,1683236,10
United Kingdom,June,Thai Airways,2102814,9
United Kingdom,June,Air India,1946067,4
United Kingdom,June,Brussels Airlines,2122751,11
United Kingdom,June,Swiss Air,1696830,8
United Kingdom,June,Finnair,1768446,10
United Kingdom,June,Austrian Airlines,1800742,10
United Kingdom,July,Emirates,2382184,2
United Kingdom,July,Qatar Airways,2928867,1
United Kingdom,July,Turkish Airlines,2750939,11
United Kingdom,July,British Airways,2370833,2
United Kingdom,July,Lufthansa,2891787,11
United Kingdom,July,Air France,2827639,4
United Kingdom,July,KLM,3004533,3
United Kingdom,July,Delta Airlines,2259418,1
United Kingdom,July,United Airlines,2686416,5
United Kingdom,July,Virgin Atlantic,2320502,10
United Kingdom,July,Ethiopian Airlines,2562134,2
United Kingdom,July,Kenya Airways,3092200,3
United Kingdom,July,RwandAir,2553711,11
United Kingdom,July,South African Airways,2634330,7
United Kingdom,July,Air Canada,2790837,9
United Kingdom,July,Singapore Airlines,2286416,11
United Kingdom,July,Etihad Airways,2705483,12
United Kingdom,July,Saudi Airlines,2606914,8
United Kingdom,July,EgyptAir,2412705,3
United Kingdom,July,Royal Air Maroc,2393301,4
United Kingdom,July,American Airlines,3147524,4
United Kingdom,July,Cathay Pacific,2461312,8
United Kingdom,July,Japan Airlines,2480226,3
United Kingdom,July,Malaysia Airlines,2325813,12
United Kingdom,July,Thai Airways,2404104,9
United Kingdom,July,Air India,2468574,3
United Kingdom,July,Brussels Airlines,2493623,11
United Kingdom,July,Swiss Air,2427462,2
United Kingdom,July,Finnair,2648996,11
United Kingdom,July,Austrian Airlines,2449846,6
United Kingdom,August,Emirates,2139361,2
United Kingdom,August,Qatar Airways,3086331,5
United Kingdom,August,Turkish Airlines,3174379,4
United Kingdom,August,British Airways,2076525,2
United Kingdom,August,Lufthansa,2319001,11
United Kingdom,August,Air France,2824283,5
United Kingdom,August,KLM,2631688,3
United Kingdom,August,Delta Airlines,2761996,7
United Kingdom,August,United Airlines,2437671,10
United Kingdom,August,Virgin Atlantic,2550255,12
United Kingdom,August,Ethiopian Airlines,2504332,7
United Kingdom,August,Kenya Airways,2461285,2
United Kingdom,August,RwandAir,2524351,11
United Kingdom,August,South African Airways,2558426,5
United Kingdom,August,Air Canada,2331507,10
United Kingdom,August,Singapore Airlines,3171252,1
United Kingdom,August,Etihad Airways,2898289,12
United Kingdom,August,Saudi Airlines,2879429,2
United Kingdom,August,EgyptAir,2215286,10
United Kingdom,August,Royal Air Maroc,2411686,11
United Kingdom,August,American Airlines,2852764,12
United Kingdom,August,Cathay Pacific,2432404,1
United Kingdom,August,Japan Airlines,2693645,3
United Kingdom,August,Malaysia Airlines,2895398,8
United Kingdom,August,Thai Airways,2386065,6
United Kingdom,August,Air India,3076296,3
United Kingdom,August,Brussels Airlines,2481564,10
United Kingdom,August,Swiss Air,2399190,12
United Kingdom,August,Finnair,2822321,2
United Kingdom,August,Austrian Airlines,2292549,4
United Kingdom,September,Emirates,2141306,8
United Kingdom,September,Qatar Airways,2037539,6
United Kingdom,September,Turkish Airlines,1817882,5
United Kingdom,September,British Airways,2211102,5
United Kingdom,September,Lufthansa,2030179,10
United Kingdom,September,Air France,1809131,11
United Kingdom,September,KLM,1918913,5
United Kingdom,September,Delta Airlines,1931461,1
United Kingdom,September,United Airlines,2029304,3
United Kingdom,September,Virgin Atlantic,2034124,1
United Kingdom,September,Ethiopian Airlines,1856417,1
United Kingdom,September,Kenya Airways,1792586,10
United Kingdom,September,RwandAir,1830800,10
United Kingdom,September,South African Airways,2163500,1
United Kingdom,September,Air Canada,1743807,11
United Kingdom,September,Singapore Airlines,2035190,5
United Kingdom,September,Etihad Airways,1699229,8
United Kingdom,September,Saudi Airlines,1783690,12
United Kingdom,September,EgyptAir,1760747,9
United Kingdom,September,Royal Air Maroc,2213080,8
United Kingdom,September,American Airlines,2003582,4
United Kingdom,September,Cathay Pacific,2197143,7
United Kingdom,September,Japan Airlines,2218244,2
United Kingdom,September,Malaysia Airlines,2170624,3
United Kingdom,September,Thai Airways,2220625,1
United Kingdom,September,Air India,1678703,2
United Kingdom,September,Brussels Airlines,1683236,9
United Kingdom,September,Swiss Air,2003806,8
United Kingdom,September,Finnair,2079993,5
United Kingdom,September,Austrian Airlines,1936015,1
United Kingdom,October,Emirates,2148192,9
United Kingdom,October,Qatar Airways,2087499,8
United Kingdom,October,Turkish Airlines,2042712,6
United Kingdom,October,British Airways,2034808,4
United Kingdom,October,Lufthansa,2115272,6
United Kingdom,October,Air France,1882297,7
United Kingdom,October,KLM,2049357,6
United Kingdom,October,Delta Airlines,1951810,1
United Kingdom,October,United Airlines,2188467,2
United Kingdom,October,Virgin Atlantic,1757455,8
United Kingdom,October,Ethiopian Airlines,2115788,12
United Kingdom,October,Kenya Airways,1948350,9
United Kingdom,October,RwandAir,2201235,1
United Kingdom,October,South African Airways,2223198,9
United Kingdom,October,Air Canada,2165844,5
United Kingdom,October,Singapore Airlines,2057080,12
United Kingdom,October,Etihad Airways,1866794,12
United Kingdom,October,Saudi Airlines,1741934,11
United Kingdom,October,EgyptAir,1862808,8
United Kingdom,October,Royal Air Maroc,1718144,12
United Kingdom,October,American Airlines,2193486,6
United Kingdom,October,Cathay Pacific,1831341,5
United Kingdom,October,Japan Airlines,1719593,11
United Kingdom,October,Malaysia Airlines,1949974,6
United Kingdom,October,Thai Airways,1927320,6
United Kingdom,October,Air India,1898818,4
United Kingdom,October,Brussels Airlines,1762794,5
United Kingdom,October,Swiss Air,1818205,3
United Kingdom,October,Finnair,1948639,6
United Kingdom,October,Austrian Airlines,1962279,12
United Kingdom,November,Emirates,2198698,9
United Kingdom,November,Qatar Airways,2161619,3
United Kingdom,November,Turkish Airlines,1770955,7
United Kingdom,November,British Airways,2087013,2
United Kingdom,November,Lufthansa,1761663,12
United Kingdom,November,Air France,1794289,7
United Kingdom,November,KLM,2078427,5
United Kingdom,November,Delta Airlines,1776618,4
United Kingdom,November,United Airlines,1981875,2
United Kingdom,November,Virgin Atlantic,2078114,7
United Kingdom,November,Ethiopian Airlines,2221646,12
United Kingdom,November,Kenya Airways,1773737,5
United Kingdom,November,RwandAir,2073994,10
United Kingdom,November,South African Airways,1735246,6
United Kingdom,November,Air Canada,2074571,6
United Kingdom,November,Singapore Airlines,2208179,3
United Kingdom,November,Etihad Airways,1980131,12
United Kingdom,November,Saudi Airlines,2128400,6
United Kingdom,November,EgyptAir,1844230,5
United Kingdom,November,Royal Air Maroc,2024828,12
United Kingdom,November,American Airlines,1829046,4
United Kingdom,November,Cathay Pacific,1968948,3
United Kingdom,November,Japan Airlines,1811359,8
United Kingdom,November,Malaysia Airlines,1814773,4
United Kingdom,November,Thai Airways,1971209,1
United Kingdom,November,Air India,2190728,3
United Kingdom,November,Brussels Airlines,2037410,10
United Kingdom,November,Swiss Air,2036624,8
United Kingdom,November,Finnair,1790083,7
United Kingdom,November,Austrian Airlines,2123144,5
United Kingdom,December,Emirates,2903268,9
United Kingdom,December,Qatar Airways,3050543,7
United Kingdom,December,Turkish Airlines,2940001,3
United Kingdom,December,British Airways,2957660,9
United Kingdom,December,Lufthansa,2536740,11
United Kingdom,December,Air France,2542808,1
United Kingdom,December,KLM,2797721,4
United Kingdom,December,Delta Airlines,2566509,9
United Kingdom,December,United Airlines,2533671,3
United Kingdom,December,Virgin Atlantic,2527992,12
United Kingdom,December,Ethiopian Airlines,2939202,9
United Kingdom,December,Kenya Airways,2997071,4
United Kingdom,December,RwandAir,3234476,2
United Kingdom,December,South African Airways,2238849,8
United Kingdom,December,Air Canada,2551067,2
United Kingdom,December,Singapore Airlines,3019569,3
United Kingdom,December,Etihad Airways,2794403,4
United Kingdom,December,Saudi Airlines,2769011,5
United Kingdom,December,EgyptAir,2362150,7
United Kingdom,December,Royal Air Maroc,2762129,7
United Kingdom,December,American Airlines,2656711,11
United Kingdom,December,Cathay Pacific,2543608,8
United Kingdom,December,Japan Airlines,2229411,10
United Kingdom,December,Malaysia Airlines,2176434,1
United Kingdom,December,Thai Airways,2598231,9
United Kingdom,December,Air India,2513370,4
United Kingdom,December,Brussels Airlines,2656306,4
United Kingdom,December,Swiss Air,2893533,5
United Kingdom,December,Finnair,2594014,6
United Kingdom,December,Austrian Airlines,2918975,9
France,January,Emirates,1318818,2
France,January,Qatar Airways,1243786,3
France,January,Turkish Airlines,1469246,10
France,January,British Airways,1237463,10
France,January,Lufthansa,1138130,9
France,January,Air France,1123268,3
France,January,KLM,1344862,7
France,January,Delta Airlines,1373635,6
France,January,United Airlines,1476407,6
France,January,Virgin Atlantic,1316169,9
France,January,Ethiopian Airlines,1352504,11
France,January,Kenya Airways,1399819,9
France,January,RwandAir,1569678,8
France,January,South African Airways,1070749,7
France,January,Air Canada,1336462,7
France,January,Singapore Airlines,1439610,10
France,January,Etihad Airways,1525413,9
France,January,Saudi Airlines,1274906,10
France,January,EgyptAir,1287077,9
France,January,Royal Air Maroc,1261046,10
France,January,American Airlines,1422682,11
France,January,Cathay Pacific,1332821,6
France,January,Japan Airlines,1540526,10
France,January,Malaysia Airlines,1501701,6
France,January,Thai Airways,1478067,12
France,January,Air India,1160492,10
France,January,Brussels Airlines,1500237,4
France,January,Swiss Air,1436605,2
France,January,Finnair,1161592,1
France,January,Austrian Airlines,1487946,5
France,February,Emirates,1548330,11
France,February,Qatar Airways,1201874,6
France,February,Turkish Airlines,1383884,10
France,February,British Airways,1412698,2
France,February,Lufthansa,1156881,7
France,February,Air France,1169751,8
France,February,KLM,1413458,11
France,February,Delta Airlines,1274102,9
France,February,United Airlines,1284240,8
France,February,Virgin Atlantic,1626172,1
France,February,Ethiopian Airlines,1454143,1
France,February,Kenya Airways,1417946,6
